original_term_id	slim_term_id
OBI:2100252	OBI:0000443
OBI:0001794	OBI:0000443
OBI:0001349	OBI:0000443
OBI:2100352	OBI:0000443
OBI:2100023	OBI:0000443
OBI:0003192	OBI:0000443
OBI:0000661	OBI:0000443
OBI:0001383	OBI:0000443
OBI:0001956	OBI:0000443
OBI:2100316	OBI:0000443
OBI:0003172	OBI:0000443
OBI:0001246	OBI:0000443
OBI:2100182	OBI:0000443
OBI:0001754	OBI:0000443
OBI:0003223	OBI:0000443
OBI:0003152	OBI:0000443
OBI:2100220	OBI:0000443
OBI:2100401	OBI:0000443
OBI:0001452	OBI:0000443
OBI:0001368	OBI:0000443
OBI:2100369	OBI:0000443
OBI:0001858	OBI:0000443
OBI:0001675	OBI:0000443
OBI:0001379	OBI:0000443
OBI:0001330	OBI:0000443
OBI:2100040	OBI:0000443
OBI:0003195	OBI:0000443
OBI:1110153	OBI:0000443
OBI:0001231	OBI:0000443
OBI:2100032	OBI:0000443
OBI:2100188	OBI:0000443
OBI:0001985	OBI:0000443
OBI:1110151	OBI:0000443
OBI:2100080	OBI:0000443
OBI:2100289	OBI:0000443
OBI:2100003	OBI:0000443
OBI:2100156	OBI:0000443
OBI:0001995	OBI:0000443
OBI:2100111	OBI:0000443
OBI:2100090	OBI:0000443
OBI:0003210	OBI:0000443
OBI:0002040	OBI:0000443
OBI:2100233	OBI:0000443
OBI:0001273	OBI:0000443
OBI:0003219	OBI:0000443
OBI:2100227	OBI:0000443
OBI:0001457	OBI:0000443
OBI:2100010	OBI:0000443
OBI:2100291	OBI:0000443
OBI:0000920	OBI:0000443
OBI:2100249	OBI:0000443
OBI:2100204	OBI:0000443
OBI:0003224	OBI:0000443
OBI:0002121	OBI:0000443
OBI:2100254	OBI:0000443
OBI:2100036	OBI:0000443
OBI:0000805	OBI:0000443
OBI:2100285	OBI:0000443
OBI:2100350	OBI:0000443
OBI:2100180	OBI:0000443
OBI:2100171	OBI:0000443
OBI:0003193	OBI:0000443
OBI:2100153	OBI:0000443
OBI:2100061	OBI:0000443
OBI:0001532	OBI:0000443
OBI:0001792	OBI:0000443
OBI:2100263	OBI:0000443
OBI:0001382	OBI:0000443
OBI:2100242	OBI:0000443
OBI:0000443	OBI:0000443
OBI:0003015	OBI:0000443
OBI:2100122	OBI:0000443
OBI:2100098	OBI:0000443
OBI:0003181	OBI:0000443
OBI:2100212	OBI:0000443
OBI:0001274	OBI:0000443
OBI:2100297	OBI:0000443
OBI:0003153	OBI:0000443
OBI:0001542	OBI:0000443
OBI:2100125	OBI:0000443
OBI:0001242	OBI:0000443
OBI:2100386	OBI:0000443
OBI:2100310	OBI:0000443
OBI:0001661	OBI:0000443
OBI:0002068	OBI:0000443
OBI:0001255	OBI:0000443
OBI:0001728	OBI:0000443
OBI:0002031	OBI:0000443
OBI:0001828	OBI:0000443
OBI:2100236	OBI:0000443
OBI:0003113	OBI:0000443
OBI:2100271	OBI:0000443
OBI:0003148	OBI:0000443
OBI:2100299	OBI:0000443
OBI:2100174	OBI:0000443
OBI:2100070	OBI:0000443
OBI:0003196	OBI:0000443
OBI:0001815	OBI:0000443
OBI:1110152	OBI:0000443
OBI:2100072	OBI:0000443
OBI:0001283	OBI:0000443
OBI:2100053	OBI:0000443
OBI:0001578	OBI:0000443
OBI:2100374	OBI:0000443
OBI:2100066	OBI:0000443
OBI:2100309	OBI:0000443
OBI:2100045	OBI:0000443
OBI:0002053	OBI:0000443
OBI:0001397	OBI:0000443
OBI:0001601	OBI:0000443
OBI:2100221	OBI:0000443
OBI:0002145	OBI:0000443
OBI:2100123	OBI:0000443
OBI:2100281	OBI:0000443
OBI:2100183	OBI:0000443
OBI:2100154	OBI:0000443
OBI:0001921	OBI:0000443
OBI:0001281	OBI:0000443
OBI:2100086	OBI:0000443
OBI:2100044	OBI:0000443
OBI:2100269	OBI:0000443
OBI:0001238	OBI:0000443
OBI:0001346	OBI:0000443
OBI:0001523	OBI:0000443
OBI:0003013	OBI:0000443
OBI:2100119	OBI:0000443
OBI:2100293	OBI:0000443
OBI:2100029	OBI:0000443
OBI:2100069	OBI:0000443
OBI:0001746	OBI:0000443
OBI:2100349	OBI:0000443
OBI:0003182	OBI:0000443
OBI:0001325	OBI:0000443
OBI:2100093	OBI:0000443
OBI:0001760	OBI:0000443
OBI:0002171	OBI:0000443
OBI:0003177	OBI:0000443
OBI:0003229	OBI:0000443
OBI:0003222	OBI:0000443
OBI:0001236	OBI:0000443
OBI:0001827	OBI:0000443
OBI:0001300	OBI:0000443
OBI:2100001	OBI:0000443
OBI:2100246	OBI:0000443
OBI:2100230	OBI:0000443
OBI:2100222	OBI:0000443
OBI:2100364	OBI:0000443
OBI:2100046	OBI:0000443
OBI:2100130	OBI:0000443
OBI:0001763	OBI:0000443
OBI:0001319	OBI:0000443
OBI:0001296	OBI:0000443
OBI:0002043	OBI:0000443
OBI:1110161	OBI:0000443
OBI:2100373	OBI:0000443
OBI:2100017	OBI:0000443
OBI:2100378	OBI:0000443
OBI:0002451	OBI:0000443
OBI:2100389	OBI:0000443
OBI:2100108	OBI:0000443
OBI:2100181	OBI:0000443
OBI:2100296	OBI:0000443
OBI:0002148	OBI:0000443
OBI:2100209	OBI:0000443
OBI:0002116	OBI:0000443
OBI:2100022	OBI:0000443
OBI:2100002	OBI:0000443
OBI:0002159	OBI:0000443
OBI:2100160	OBI:0000443
OBI:0001315	OBI:0000443
OBI:2100388	OBI:0000443
OBI:0001747	OBI:0000443
OBI:2100091	OBI:0000443
OBI:2100211	OBI:0000443
OBI:0001788	OBI:0000443
